Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,10.000000 ,50.000000 ,200.000000 ,560.000000 ,1400.000000 ,3500.000000 ,7500.000000 ,16000.000000 ,36000.000000  
16/04/2014 04:00,735705.166667,6.416667,1,1,1,0.190590,0.239078,0.267180,0.296050,0.320767,0.391559,0.461978,0.494935,0.511821 
16/04/2014 05:00,735705.208333,6.458333,1,1,1,0.172407,0.238313,0.267076,0.295969,0.320757,0.391516,0.461799,0.494797,0.511731 
16/04/2014 06:00,735705.250000,6.500000,1,1,1,0.156979,0.238462,0.266978,0.295889,0.320747,0.391474,0.461620,0.494659,0.511641 
16/04/2014 07:00,735705.291667,6.541667,1,1,1,0.154416,0.238799,0.266886,0.295809,0.320737,0.391432,0.461442,0.494522,0.511551 
16/04/2014 08:00,735705.333333,6.583333,1,1,1,0.172574,0.238793,0.266761,0.295729,0.320726,0.391390,0.461265,0.494385,0.511462 
16/04/2014 09:00,735705.375000,6.625000,1,1,1,0.229127,0.238989,0.266384,0.295648,0.320716,0.391347,0.461089,0.494249,0.511372 
16/04/2014 10:00,735705.416667,6.666667,1,1,1,0.283054,0.254669,0.265911,0.295565,0.320706,0.391305,0.460914,0.494113,0.511283 
16/04/2014 11:00,735705.458333,6.708333,1,1,1,0.276877,0.261400,0.265232,0.295480,0.320695,0.391263,0.460740,0.493978,0.511194 
16/04/2014 12:00,735705.500000,6.750000,1,1,1,0.268674,0.261868,0.264336,0.295390,0.320684,0.391221,0.460567,0.493843,0.511106 
16/04/2014 13:00,735705.541667,6.791667,1,1,1,0.263227,0.261012,0.263316,0.295296,0.320674,0.391179,0.460395,0.493709,0.511018 
16/04/2014 14:00,735705.583333,6.833333,1,1,1,0.259073,0.259638,0.262296,0.295197,0.320663,0.391137,0.460224,0.493575,0.510929 
16/04/2014 15:00,735705.625000,6.875000,1,1,1,0.255677,0.258130,0.261366,0.295093,0.320652,0.391095,0.460053,0.493442,0.510842 
16/04/2014 16:00,735705.666667,6.916667,1,1,1,0.253548,0.256801,0.260674,0.294987,0.320640,0.391053,0.459884,0.493309,0.510754 
16/04/2014 17:00,735705.708333,6.958333,1,1,1,0.252320,0.255816,0.260290,0.294880,0.320629,0.391011,0.459715,0.493177,0.510667 
16/04/2014 18:00,735705.750000,7.000000,1,1,1,0.251880,0.255310,0.260298,0.294774,0.320618,0.390969,0.459547,0.493046,0.510580 
16/04/2014 19:00,735705.791667,7.041667,1,1,1,0.251878,0.255097,0.260514,0.294670,0.320606,0.390927,0.459380,0.492915,0.510493 
16/04/2014 20:00,735705.833333,7.083333,1,1,1,0.252251,0.254976,0.260734,0.294569,0.320594,0.390885,0.459214,0.492784,0.510406 
16/04/2014 21:00,735705.875000,7.125000,1,1,1,0.252497,0.254907,0.260948,0.294470,0.320583,0.390844,0.459049,0.492654,0.510319 
16/04/2014 22:00,735705.916667,7.166667,1,1,1,0.252397,0.254848,0.261155,0.294373,0.320571,0.390802,0.458884,0.492524,0.510233 
16/04/2014 23:00,735705.958333,7.208333,1,1,1,0.252212,0.254790,0.261357,0.294279,0.320559,0.390760,0.458720,0.492395,0.510147 
17/04/2014 00:00,735706.000000,7.250000,1,1,1,0.252377,0.254763,0.261552,0.294186,0.320547,0.390718,0.458558,0.492266,0.510062 
17/04/2014 01:00,735706.041667,7.291667,1,1,1,0.252521,0.254761,0.261743,0.294096,0.320534,0.390677,0.458395,0.492138,0.509976 
17/04/2014 02:00,735706.083333,7.333333,1,1,1,0.252689,0.254781,0.261929,0.294007,0.320522,0.390635,0.458234,0.492010,0.509891 
17/04/2014 03:00,735706.125000,7.375000,1,1,1,0.252881,0.254824,0.262110,0.293920,0.320510,0.390593,0.458074,0.491883,0.509806 
17/04/2014 04:00,735706.166667,7.416667,1,1,1,0.248741,0.254517,0.262283,0.293836,0.320497,0.390552,0.457914,0.491756,0.509721 
17/04/2014 05:00,735706.208333,7.458333,1,1,1,0.243566,0.253785,0.262446,0.293752,0.320485,0.390510,0.457755,0.491630,0.509636 
